sample,site,year,habitat,class,order,taxa,rel_ab_recalc
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Hemiptera,Gerridae,8.05153e-4
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Trichoptera,Helicopsyche,0.001610306
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Odonata,Hetaerina,0.002415459
MOWE_2015-06-02_r,MOWE,2015,Riffle,Malacostraca,Amphipoda,Hyalella,0.002415459
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Coleoptera,Hydrophilidae,8.05153e-4
MOWE_2015-06-02_r,MOWE,2015,Riffle,Arachnida,Trombidiformes,Hygrobatidae,0.001610306
MOWE_2015-06-02_r,MOWE,2015,Riffle,Arachnida,Trombidiformes,Lebertia,8.05153e-4
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Hemiptera,Microvelia,0.048309175
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Diptera,Muscidae,0.001610306
MOWE_2015-06-02_r,MOWE,2015,Riffle,Clitellata,Clitellata,Oligochaeta,0.003220612
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Coleoptera,Peltodytes,8.05153e-4
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Trichoptera,Phylloicus mexicanus,8.05153e-4
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Hemiptera,Rhagovelia,0.006441225
MOWE_2015-06-02_r,MOWE,2015,Riffle,Insecta,Trichoptera,Trichoptera,8.05153e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Malacostraca,Amphipoda,Amphipoda,8.25082516089109e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Ephemeroptera,Baetis,0.13291305259180453
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Ephemeroptera,Caenis,8.25082516089109e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Ephemeroptera,Camelobaetidius,8.25082516089109e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.004125412580445545
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Chimarra,0.02394123646685411
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Chironominae,0.15889762309850364
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Megaloptera,Corydalus cornutus,0.003300330064356436
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Ephemeroptera,Fallceon,0.01837331535827965
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Hemerodromia,0.007481117145881784
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Hydropsyche,0.02154905042020648
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Hydropsychidae,0.017409795339491007
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Hydroptila,0.023406870456433974
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Hydroptilidae,0.0655968312791382
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Ephemeroptera,Leptophlebiidae,8.25082516089109e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Maruina,0.001650165032178218
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.0033141735646263844
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Neoplasta,8.25082516089109e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Trichoptera,Ochrotrichia,0.00742574514480203
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Orthocladiinae,0.17177495334961157
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Lepidoptera,Petrophila,0.001650165032178218
MOWE_2016-05-20_r,MOWE,2016,Riffle,Bivalvia,Veneroida,Pisidium,0.006697567630602569
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Probezzia,0.008347732662780787
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Simulium,0.15084333794144508
MOWE_2016-05-20_r,MOWE,2016,Riffle,Arachnida,Trombidiformes,Sperchon,0.021562895420476458
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Stratiomyidae,0.001650165032178218
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Diptera,Tanypodinae,0.01339513026120504
MOWE_2016-05-20_r,MOWE,2016,Riffle,Arachnida,Trombidiformes,Testudacarus,8.25082516089109e-4
MOWE_2016-05-20_r,MOWE,2016,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.029168605568787805
MOWE_2016-05-20_r,MOWE,2016,Riffle,Arachnida,Trombidiformes,Trombidiformes,0.006614501128982772
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Odonata,Argia,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Ephemeroptera,Baetidae,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Caloparyphus,0.0016778525327181242
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Chironomidae,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Dasyhelea,0.006711410130872497
MOWE_2016-05-20_m,MOWE,2016,Multiple,Malacostraca,Decapoda,Decapoda,0.0016778525327181242
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Diamesinae,0.0016778525327181242
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Dixella,0.005033555098154324
MOWE_2016-05-20_m,MOWE,2016,Multiple,Malacostraca,Amphipoda,Gammarus,0.031040270605285275
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Hemiptera,Gerridae,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Gastropoda,Basommatophora,Gyraulus,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Malacostraca,Amphipoda,Hyalella,0.008389260163590574
MOWE_2016-05-20_m,MOWE,2016,Multiple,Arachnida,Trombidiformes,Hygrobatidae,0.0016778525327181242
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Ephemeroptera,Leptohyphidae,0.010906040212667785
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Limonia,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Hemiptera,Microvelia,0.009228190179949709
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Trichoptera,Oxyethira,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Coleoptera,Peltodytes,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Coleoptera,Psephenus,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Hemiptera,Rhagovelia,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Trichoptera,Smicridea,0.0025167785490771816
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Stratiomys,0.0016778525327181242
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Diptera,Tabanus,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Trichoptera,Trichoptera,8.389260163590573e-4
MOWE_2016-05-20_m,MOWE,2016,Multiple,Insecta,Coleoptera,Tropisternus,0.0016778525327181242
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Ephemeroptera,Baetis,0.21921959675375677
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Ephemeroptera,Baetodes,7.88643506309148e-4
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Chironomidae,0.009866651578933213
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Chironominae,0.10174615581396924
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Megaloptera,Corydalus cornutus,0.001430492011443936
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Dasyhelea,0.002714189021713512
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Dicranota,7.88643506309148e-4
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Ephemeroptera,Fallceon,0.0203751501630012
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Hemerodromia,0.007005665556045324
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Trichoptera,Hydropsyche,0.0068588700548709615
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Trichoptera,Hydropsychidae,0.022594285180754282
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Trichoptera,Hydroptila,0.006510611552084893
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Trichoptera,Hydroptilidae,0.0035028325280226603
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.004291476034331809
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Orthocladiinae,0.09752959078023672
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Trichoptera,Philopotamidae,0.00394321753154574
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Simulium,0.3803438530427508
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Tanypodinae,0.011498604091988834
MOWE_2017-05-19_r,MOWE,2017,Riffle,Insecta,Diptera,Tipula,0.001430492011443936
MOWE_2017-05-20_m,MOWE,2017,Multiple,Malacostraca,Amphipoda,Amphipoda,0.005134790041078321
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Ephemeroptera,Caenis,0.003851091530808732
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Ephemeroptera,Callibaetis,0.005134790041078321
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Diptera,Ceratopogonidae,0.001283697010269576
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Trichoptera,Cheumatopsyche,6.41848505134788e-4
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Trichoptera,Chimarra,0.0032092425256739403
MOWE_2017-05-20_m,MOWE,2017,Multiple,Malacostraca,Decapoda,Decapoda,0.004492939535943517
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Diptera,Dixella,0.005134790041078321
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Diptera,Empididae,0.001283697010269576
MOWE_2017-05-20_m,MOWE,2017,Multiple,Malacostraca,Amphipoda,Gammarus,0.0102695750821566
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Hemiptera,Gerridae,6.41848505134788e-4
MOWE_2017-05-20_m,MOWE,2017,Multiple,Malacostraca,Amphipoda,Hyalella,0.0019255455154043642
MOWE_2017-05-20_m,MOWE,2017,Multiple,Arachnida,Trombidiformes,Hygrobatidae,0.001283697010269576
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Ephemeroptera,Leptohyphidae,0.001283697010269576
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Odonata,Libellulidae,0.001283697010269576
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Hemiptera,Microvelia,0.0077021850616174805
MOWE_2017-05-20_m,MOWE,2017,Multiple,Nematoda,Nematoda,Nematoda,6.41848505134788e-4
MOWE_2017-05-20_m,MOWE,2017,Multiple,Clitellata,Clitellata,Oligochaeta,0.0109114250872914
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Coleoptera,Peltodytes,0.0019255455154043642
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Trichoptera,Phylloicus mexicanus,0.0019255455154043642
MOWE_2017-05-20_m,MOWE,2017,Multiple,Bivalvia,Veneroida,Pisidium,0.00577663504621308
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Hemiptera,Rhagovelia,0.012195120097560961
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Diptera,Simuliidae,0.002567394020539152
MOWE_2017-05-20_m,MOWE,2017,Multiple,Arachnida,Trombidiformes,Sperchon,0.003851091530808732
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Diptera,Tabanus,0.001283697010269576
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Diptera,Tipulidae,6.41848505134788e-4
MOWE_2017-05-20_m,MOWE,2017,Multiple,Insecta,Trichoptera,Trichoptera,0.001283697010269576
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Odonata,Argia,0.0015831695134569407
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Ephemeroptera,Baetis,0.10381281088240889
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Odonata,Brechmorhoga mendax,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Ephemeroptera,Caenis,0.0021897810186131384
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Ceratopogonidae,0.004019581034166438
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.028713784744067168
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Chimarra,0.0074225875630919945
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Chironomidae,0.013868615117883228
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Chironominae,0.06405670554448199
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Odonata,Coenagrionidae,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Bivalvia,Veneroida,Corbicula fluminea,0.0021897810186131384
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Megaloptera,Corydalus cornutus,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Malacostraca,Decapoda,Decapoda,0.0015831695134569407
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Dicranota,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Empididae,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Ephemeroptera,Fallceon,0.00231309651966132
MOWE_2018-05-17_r,MOWE,2018,Riffle,Malacostraca,Amphipoda,Gammarus,0.3370643278650468
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Odonata,Gomphidae,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Hemerodromia,0.0030430235258656997
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Hydropsyche,0.022174335188481848
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Hydropsychidae,0.048328395410791355
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Hydroptila,0.014731820125220469
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Hydroptilidae,0.026524004725454037
MOWE_2018-05-17_r,MOWE,2018,Riffle,Arachnida,Trombidiformes,Lebertia,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Ephemeroptera,Leptohyphidae,0.018494804657205835
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Ephemeroptera,Leptophlebiidae,0.010342292587909488
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Leucotrichia,0.017641562649953278
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Odonata,Libellulidae,7.299270062043795e-4
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.015111729128449696
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Ochrotrichia,0.002919708024817518
MOWE_2018-05-17_r,MOWE,2018,Riffle,Clitellata,Clitellata,Oligochaeta,0.004379562037226277
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Orthocladiinae,0.09360381079563238
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Probezzia,0.004379562037226277
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Coleoptera,Psephenidae,0.0021897810186131384
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Hemiptera,Rhagovelia,0.007545899564140146
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Simuliidae,0.006086046551731395
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Simulium,0.03117012526494606
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Trichoptera,Smicridea,0.03262997527735479
MOWE_2018-05-17_r,MOWE,2018,Riffle,Arachnida,Trombidiformes,Sperchon,0.002919708024817518
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Stratiomyidae,0.006455993054875941
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Tabanus,0.005232804544478838
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Tanypodinae,0.009735679582753275
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.010948905093065692
MOWE_2018-05-17_r,MOWE,2018,Riffle,Arachnida,Trombidiformes,Trombidiformes,0.0024364115207094975
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Hemiptera,Veliidae,0.001459854012408759
MOWE_2018-05-17_r,MOWE,2018,Riffle,Insecta,Diptera,Wiedemannia,0.002919708024817518
MOWE_2018-05-17_r,MOWE,2018,Riffle,Xenacoelomorpha,Xenacoelomorpha,Xenacoelomorpha,0.001459854012408759
MOWE_2018-05-18_m,MOWE,2018,Multiple,Malacostraca,Amphipoda,Amphipoda,8.532425072525613e-4
MOWE_2018-05-18_m,MOWE,2018,Multiple,Insecta,Odonata,Archilestes,8.532425072525613e-4
MOWE_2018-05-18_m,MOWE,2018,Multiple,Malacostraca,Decapoda,Cambaridae,0.0017064845145051183
MOWE_2018-05-18_m,MOWE,2018,Multiple,Insecta,Diptera,Dasyhelea,0.010238910087030735
MOWE_2018-05-18_m,MOWE,2018,Multiple,Insecta,Hemiptera,Microvelia,0.005972695050767907
MOWE_2018-05-18_m,MOWE,2018,Multiple,Arachnida,Trombidiformes,Torrenticola,8.532425072525613e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Ephemeroptera,Acentrella,0.001402524420056108
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Ephemeroptera,Baetis,0.33023038117686826
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.0035063113001402558
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Trichoptera,Chimarra,0.004294954755187578
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Chironomidae,0.00639874313527164
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Chironominae,0.09517035957528949
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Megaloptera,Corydalus cornutus,7.012624600280397e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Dicranota,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Dixella,0.001402524420056108
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Dolichopodidae,7.012624600280397e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Ephemeroptera,Fallceon,0.05293313198281148
MOWE_2019-05-17_r,MOWE,2019,Riffle,Malacostraca,Amphipoda,Gammarus,0.025937856021542208
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Hemerodromia,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Trichoptera,Hydropsyche,0.011307577855468062
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Trichoptera,Hydropsychidae,0.029889920796274512
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Trichoptera,Hydroptila,0.0029798113301507537
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Ephemeroptera,Leptophlebiidae,7.012624600280397e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Maruina,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Clitellata,Clitellata,Oligochaeta,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Orthocladiinae,0.0628403964180974
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Coleoptera,Peltodytes,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Trichoptera,Philopotamidae,7.012624600280397e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Gastropoda,Basommatophora,Physa,7.012624600280397e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Simuliidae,0.01779369948575913
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Simulium,0.26811778471728626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Arachnida,Trombidiformes,Sperchon,0.00639874313527164
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Tanypodinae,0.019366562896105912
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Ephemeroptera,Thraulodes,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.0014899059150753626
MOWE_2019-05-17_r,MOWE,2019,Riffle,Arachnida,Trombidiformes,Trombidiformes,7.012624600280397e-4
MOWE_2019-05-17_r,MOWE,2019,Riffle,Insecta,Diptera,Wiedemannia,0.002805048840112216
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Coleoptera,Agabus,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Odonata,Archilestes,0.001577286910094646
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Bezzia,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Ephemeroptera,Caenis,0.003154573820189292
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Ephemeroptera,Callibaetis,0.003154573820189292
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Hemiptera,Corixidae,0.002365930365141969
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Culicidae,0.001577286910094646
MOWE_2019-05-17_m,MOWE,2019,Multiple,Malacostraca,Decapoda,Decapoda,0.006309149640378471
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Dixa,0.009463724460567705
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Dixidae,0.001577286910094646
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Trichoptera,Hydroptilidae,0.002365930365141969
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Limonia,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Coleoptera,Microcylloepus pusillus,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Hemiptera,Microvelia,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Coleoptera,Neoelmis caesa,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Trichoptera,Oecetis,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Probezzia,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Tabanus,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Insecta,Diptera,Tipula,7.88643455047323e-4
MOWE_2019-05-17_m,MOWE,2019,Multiple,Xenacoelomorpha,Xenacoelomorpha,Xenacoelomorpha,0.003154573820189292
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Ephemeroptera,Baetis,0.0369669554990539
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Odonata,Brechmorhoga mendax,0.001650165022277228
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Ephemeroptera,Caenis,0.0022355200301795203
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.01378667768612015
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Chimarra,0.036980920499242426
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Chironominae,0.20196600272654103
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Odonata,Coenagrionidae,0.0029407385396999705
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Megaloptera,Corydalus cornutus,0.0024752475334158417
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Dasyhelea,0.012468170168320298
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Empididae,8.25082511138614e-4
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Ephemeroptera,Fallceon,0.014717660198688413
MOWE_2021-05-19_r,MOWE,2021,Riffle,Malacostraca,Amphipoda,Gammarus,0.04385738059207464
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Helicopsyche,0.0015303010206590638
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Hemerodromia,0.018617306251333635
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Hydropsyche,0.007411778100059004
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Hydropsychidae,0.036155840488103844
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Hydroptila,0.0024752475334158417
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Hydroptilidae,0.18924180255476433
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Ephemeroptera,Leptohyphidae,0.008356724612815784
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Ephemeroptera,Leptophlebiidae,0.006121204582636262
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Trichoptera,Leucotrichia,8.25082511138614e-4
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Odonata,Libellulidae,8.25082511138614e-4
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.0051762580698794846
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Orthocladiinae,0.1860613525118283
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Lepidoptera,Petrophila,8.25082511138614e-4
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Coleoptera,Psephenus,0.0064807935874907135
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Simulium,0.08303191612093087
MOWE_2021-05-19_r,MOWE,2021,Riffle,Arachnida,Trombidiformes,Sperchon,0.0036459570492204203
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Coleoptera,Stenelmis,0.0024752475334158417
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Stratiomyidae,0.009061943122336233
MOWE_2021-05-19_r,MOWE,2021,Riffle,Insecta,Diptera,Tabanus,8.25082511138614e-4
